timestamp;total_power_import_kwh;total_power_export_kwh;active_power_w;active_voltage_l1_v;active_current_a;active_power_average_w;montly_power_peak_w;montly_power_peak_timestamp;total_gas_m3
2025-11-02:18:02:35;17946.381;3238.968;791;225.9;3.67;151;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:03:35;17946.394;3238.968;786;226.3;3.65;203;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:04:36;17946.407;3238.968;766;225;3.58;256;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:05:36;17946.42;3238.968;856;225.3;3.96;309;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:06:36;17946.459;3238.968;2954;219.1;13.52;463;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:07:36;17946.508;3238.968;2970;218.7;13.63;660;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:08:36;17946.558;3238.968;2926;216.7;13.55;858;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:09:36;17946.607;3238.968;2956;217.9;13.61;1054;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:10:36;17946.656;3238.968;2999;219.1;13.73;1252;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:11:36;17946.706;3238.968;2955;217.7;13.62;1450;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:12:36;17946.755;3238.968;2940;217.6;13.56;1646;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:13:36;17946.794;3238.968;892;224.2;4.19;1805;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:14:37;17946.809;3238.968;876;221.6;4.18;1865;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:15:37;17946.849;3238.968;2977;215.8;14.66;155;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:16:37;17946.911;3238.968;3790;214.2;17.75;406;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:17:37;17946.974;3238.968;3748;212.4;17.7;658;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:18:37;17947.028;3238.968;2552;214.9;12.48;873;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:19:37;17947.064;3238.968;1804;218.8;8.37;1016;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:20:38;17947.114;3238.968;4294;213.3;20.21;1217;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:21:38;17947.173;3238.968;2446;215.5;11.5;1455;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:22:38;17947.23;3238.968;2446;217.9;11.37;1682;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:23:38;17947.274;3238.968;3487;214.9;16.27;1857;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:24:38;17947.317;3238.968;3658;215;17.09;2029;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:25:38;17947.364;3238.968;1498;218.9;6.96;2217;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:26:38;17947.407;3238.968;1786;216.6;8.44;2388;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:27:38;17947.454;3238.968;2085;217.6;9.75;2578;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:28:38;17947.506;3238.968;2150;216.9;10.02;2786;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:29:38;17947.55;3238.968;4128;213.2;19.41;2962;2379;2025-11-02:13:00:00;8736.326
2025-11-02:18:30:38;17947.598;3238.968;3938;211.2;18.72;188;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:31:38;17947.644;3238.968;4004;214;18.79;373;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:32:38;17947.693;3238.968;4066;215.6;18.94;570;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:33:38;17947.738;3238.968;1661;222.3;7.6;749;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:34:38;17947.786;3238.968;1603;222.5;7.38;941;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:35:38;17947.833;3238.968;3623;217.6;16.72;1131;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:36:38;17947.881;3238.968;3624;217.8;16.7;1323;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:37:39;17947.912;3238.968;1527;222;7.06;1445;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:38:39;17947.96;3238.968;1551;222.5;7.15;1637;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:39:39;17948.008;3238.968;1602;221.6;7.42;1829;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:40:39;17948.047;3238.968;3960;215.9;18.4;1983;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:41:39;17948.098;3238.968;3959;216.2;18.38;2189;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:42:39;17948.147;3238.968;1926;221.1;8.86;2384;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:43:39;17948.202;3238.968;2007;220.6;9.26;2603;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:44:39;17948.256;3238.968;2341;220.2;11.21;2;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:45:39;17948.302;3238.968;4005;215.4;18.66;185;2962;2025-11-02:18:30:00;8736.326
2025-11-02:18:46:39;17948.347;3238.968;2025;220.8;9.33;364;2962;2025-11-02:18:30:00;8736.553
2025-11-02:18:47:39;17948.401;3238.968;2152;220;9.95;582;2962;2025-11-02:18:30:00;8736.553
2025-11-02:18:48:39;17948.453;3238.968;4084;214.8;19.12;790;2962;2025-11-02:18:30:00;8736.553
2025-11-02:18:49:39;17948.495;3238.968;4075;214.8;19.07;956;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:50:39;17948.542;3238.968;2122;219.8;9.86;1143;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:51:39;17948.594;3238.968;2090;219.6;9.73;1354;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:52:39;17948.642;3238.968;4043;214.6;18.94;1543;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:53:39;17948.67;3238.968;1101;222.7;5.24;1658;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:54:40;17948.69;3238.968;1281;222.4;6.11;1738;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:55:40;17948.71;3238.968;1124;223.5;5.31;1818;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:56:40;17948.73;3238.968;1205;223.9;5.62;1898;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:57:40;17948.752;3238.968;1547;222.7;7.23;1986;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:58:40;17948.778;3238.968;1444;223.1;6.69;2088;2962;2025-11-02:18:30:00;8736.615
2025-11-02:18:59:40;17948.798;3238.968;846;224.7;4.04;1;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:00:40;17948.811;3238.968;801;224.9;3.82;56;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:01:40;17948.825;3238.968;817;224.9;3.97;112;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:02:40;17948.839;3238.968;814;224.8;3.9;166;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:03:40;17948.854;3238.968;937;224.4;4.56;229;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:04:40;17948.87;3238.968;939;224.2;4.57;291;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:05:40;17948.886;3238.968;944;225.2;4.57;354;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:06:40;17948.902;3238.968;946;225.9;4.58;417;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:07:40;17948.917;3238.968;930;226.3;4.51;479;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:08:41;17948.932;3238.968;826;226.1;3.93;539;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:09:41;17948.945;3238.968;806;227;3.8;592;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:10:41;17948.959;3238.968;806;226.8;3.81;646;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:11:41;17948.972;3238.968;792;223.7;3.8;699;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:12:41;17948.985;3238.968;792;223.9;3.8;752;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:13:41;17948.999;3238.968;790;224;3.78;806;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:14:41;17949.012;3238.968;790;224.3;3.78;3;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:15:41;17949.025;3238.968;793;224.2;3.8;56;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:16:41;17949.039;3238.968;795;224.6;3.79;109;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:17:41;17949.052;3238.968;792;223.3;3.79;162;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:18:41;17949.065;3238.968;796;223.6;3.8;215;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:19:41;17949.078;3238.968;795;223.5;3.8;268;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:20:42;17949.091;3238.968;794;223.2;3.8;321;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:21:42;17949.105;3238.968;794;223.5;3.79;373;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:22:42;17949.118;3238.968;792;223.3;3.78;426;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:23:42;17949.13;3238.968;732;223.8;3.45;475;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:24:42;17949.142;3238.968;732;223.6;3.46;524;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:25:42;17949.155;3238.968;752;223.5;3.57;574;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:26:42;17949.167;3238.968;750;223.4;3.57;624;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:27:42;17949.18;3238.968;759;223.7;3.6;675;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:28:42;17949.193;3238.968;761;223.7;3.62;725;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:29:44;17949.205;3238.968;760;223.7;3.6;3;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:30:44;17949.218;3238.968;761;224.2;3.6;55;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:31:44;17949.231;3238.968;763;223.8;3.62;107;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:32:44;17949.244;3238.968;739;223.3;3.49;157;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:33:44;17949.256;3238.968;676;223.2;3.23;204;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:34:44;17949.267;3238.968;723;223.3;3.51;249;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:35:44;17949.279;3238.968;741;223.5;3.49;296;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:36:44;17949.291;3238.968;823;223.5;3.82;344;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:37:45;17949.305;3238.968;660;223.3;3.14;400;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:38:45;17949.317;3238.968;864;222.9;4.05;449;2962;2025-11-02:18:30:00;8736.615
2025-11-02:19:39:45;17949.329;3238.968;685;223.6;3.26;496;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:40:45;17949.34;3238.968;689;223;3.29;542;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:41:45;17949.352;3238.968;698;223.2;3.34;588;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:42:45;17949.363;3238.968;702;224.4;3.34;635;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:43:45;17949.374;3238.968;597;225.1;2.98;676;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:44:45;17949.384;3238.968;597;225.2;2.97;4;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:45:45;17949.394;3238.968;613;225;3.07;45;2962;2025-11-02:18:30:00;8736.65
2025-11-02:19:46:45;17949.404;3238.968;607;224.9;3.06;86;2962;2025-11-02:18:30:00;8736.924
2025-11-02:19:47:45;17949.414;3238.968;596;225.4;2.98;126;2962;2025-11-02:18:30:00;8736.924
2025-11-02:19:48:45;17949.424;3238.968;601;224.7;3.02;166;2962;2025-11-02:18:30:00;8736.924
2025-11-02:19:49:45;17949.434;3238.968;590;223.8;2.97;205;2962;2025-11-02:18:30:00;8737.075
2025-11-02:19:50:45;17949.444;3238.968;590;223.5;2.99;245;2962;2025-11-02:18:30:00;8737.075
2025-11-02:19:51:45;17949.453;3238.968;516;224.3;2.61;280;2962;2025-11-02:18:30:00;8737.075
2025-11-02:19:52:45;17949.461;3238.968;516;224.7;2.61;314;2962;2025-11-02:18:30:00;8737.075
2025-11-02:19:53:45;17949.47;3238.968;497;225.1;2.47;348;2962;2025-11-02:18:30:00;8737.075
2025-11-02:19:54:45;17949.478;3238.968;498;225.7;2.47;381;2962;2025-11-02:18:30:00;8737.132
2025-11-02:19:55:45;17949.486;3238.968;501;226.5;2.47;414;2962;2025-11-02:18:30:00;8737.132
2025-11-02:19:56:46;17949.495;3238.968;538;224.2;2.64;449;2962;2025-11-02:18:30:00;8737.132
2025-11-02:19:57:46;17949.504;3238.968;513;224.4;2.53;485;2962;2025-11-02:18:30:00;8737.132
2025-11-02:19:58:46;17949.515;3238.968;695;224.1;3.35;528;2962;2025-11-02:18:30:00;8737.132
2025-11-02:19:59:46;17949.526;3238.968;708;224.4;3.4;6;2962;2025-11-02:18:30:00;8737.132
2025-11-02:20:00:46;17949.538;3238.968;710;224.6;3.41;53;2962;2025-11-02:18:30:00;8737.225
2025-11-02:20:01:46;17949.55;3238.968;703;223.3;3.39;100;2962;2025-11-02:18:30:00;8737.225
2025-11-02:20:02:46;17949.562;3238.968;703;223.5;3.39;147;2962;2025-11-02:18:30:00;8737.225
2025-11-02:20:03:46;17949.574;3238.968;692;221.1;3.38;194;2962;2025-11-02:18:30:00;8737.225
2025-11-02:20:04:46;17949.586;3238.968;730;224.9;3.54;244;2962;2025-11-02:18:30:00;8737.366
2025-11-02:20:05:46;17949.598;3238.968;740;224.8;3.58;293;2962;2025-11-02:18:30:00;8737.366
2025-11-02:20:06:46;17949.61;3238.968;733;224.7;3.55;341;2962;2025-11-02:18:30:00;8737.366
2025-11-02:20:07:46;17949.623;3238.968;758;224.8;3.7;390;2962;2025-11-02:18:30:00;8737.366
2025-11-02:20:08:46;17949.635;3238.968;748;223.4;3.68;440;2962;2025-11-02:18:30:00;8737.366
2025-11-02:20:09:46;17949.647;3238.968;693;223.2;3.46;488;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:10:46;17949.659;3238.968;692;224.4;3.44;535;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:11:46;17949.67;3238.968;702;224.7;3.48;581;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:12:47;17949.682;3238.968;712;224.7;3.53;628;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:13:47;17949.694;3238.968;704;220.5;3.57;675;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:14:47;17949.706;3238.968;701;224.6;3.5;6;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:15:47;17949.717;3238.968;687;222.9;3.41;52;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:16:47;17949.729;3238.968;701;225.9;3.45;99;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:17:47;17949.74;3238.968;680;225.8;3.34;144;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:18:47;17949.752;3238.968;685;226;3.36;190;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:19:47;17949.763;3238.968;1353;224.6;6.52;237;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:20:47;17949.777;3238.968;797;225.9;3.74;290;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:21:47;17949.79;3238.968;784;222.6;3.74;343;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:22:47;17949.803;3238.968;790;225.4;3.76;396;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:23:47;17949.816;3238.968;784;224.5;3.71;449;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:24:47;17949.829;3238.968;784;223.3;3.73;501;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:25:47;17949.843;3238.968;710;223.9;3.5;555;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:26:47;17949.854;3238.968;686;223.9;3.4;601;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:27:47;17949.866;3238.968;674;220.4;3.4;646;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:28:47;17949.877;3238.968;668;220.9;3.36;691;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:29:48;17949.889;3238.968;686;224.2;3.4;7;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:30:48;17949.9;3238.968;678;224.5;3.36;53;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:31:48;17949.912;3238.968;705;224.1;3.51;100;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:32:48;17949.924;3238.968;739;225.4;3.65;147;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:33:48;17949.935;3238.968;715;225.1;3.55;195;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:34:48;17949.947;3238.968;752;224.8;3.68;243;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:35:48;17949.96;3238.968;753;224.8;3.68;292;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:36:48;17949.972;3238.968;740;225.6;3.62;342;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:37:48;17949.984;3238.968;740;225.4;3.63;391;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:38:48;17949.997;3238.968;723;224.9;3.52;440;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:39:48;17950.009;3238.968;719;224.4;3.51;488;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:40:48;17950.021;3238.968;709;224.3;3.47;535;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:41:48;17950.033;3238.968;712;225.1;3.47;583;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:42:48;17950.045;3238.968;702;222.1;3.48;631;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:43:48;17950.057;3238.968;715;225.1;3.48;679;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:44:48;17950.069;3238.968;731;225.9;3.54;8;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:45:48;17950.081;3238.968;736;226.4;3.55;57;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:46:48;17950.093;3238.968;713;226.5;3.45;105;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:47:48;17950.105;3238.968;719;226;3.48;152;2962;2025-11-02:18:30:00;8737.369
2025-11-02:20:48:49;17950.117;3238.968;723;225.9;3.5;201;2962;2025-11-02:18:30:00;8737.369
